Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
GTEX-131YS-3226_H7H5A.2_trimmed_read2	GTEX-131YS-3226_H7H5A.2_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1401751.0	0.0	55-76	49.0	79.2360453753483	75.73318585112477	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-14DAQ-0926_C636A.1_trimmed_read1	GTEX-14DAQ-0926_C636A.1_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1618699.0	0.0	55-76	49.0	86.57742530627158	75.76897990299616	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-14DAQ-0926_C636A.1_trimmed_read2	GTEX-14DAQ-0926_C636A.1_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1618699.0	0.0	55-76	49.0	86.4932224139814	75.70377939320404	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-14DAQ-0926_C636A.2_trimmed_read1	GTEX-14DAQ-0926_C636A.2_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1634143.0	0.0	55-76	49.0	86.48590261106959	75.77066878480035	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-14DAQ-0926_C636A.2_trimmed_read2	GTEX-14DAQ-0926_C636A.2_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1634143.0	0.0	55-76	49.0	86.40440164689204	75.70585866720354	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-14DAQ-0926_C636A.3_trimmed_read1	GTEX-14DAQ-0926_C636A.3_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1620667.0	0.0	55-76	49.0	86.50936144868223	75.7641267453462	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-14DAQ-0926_C636A.3_trimmed_read2	GTEX-14DAQ-0926_C636A.3_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1620667.0	0.0	55-76	49.0	86.62765372411002	75.70424090821865	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-14DAQ-0926_C636A.4_trimmed_read1	GTEX-14DAQ-0926_C636A.4_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1611336.0	0.0	55-76	49.0	86.70238171836574	75.7775522920111	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-14DAQ-0926_C636A.4_trimmed_read2	GTEX-14DAQ-0926_C636A.4_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1611336.0	0.0	55-76	49.0	86.58513788464333	75.71996901949686	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-14DAQ-0926_C636A.5_trimmed_read1	GTEX-14DAQ-0926_C636A.5_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1660166.0	0.0	55-76	49.0	86.74665678455186	75.75654181569794	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-14DAQ-0926_C636A.5_trimmed_read2	GTEX-14DAQ-0926_C636A.5_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1660166.0	0.0	55-76	49.0	86.58370792805567	75.69122304637006	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-14DAQ-0926_C636A.6_trimmed_read1	GTEX-14DAQ-0926_C636A.6_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1637013.0	0.0	55-76	49.0	86.68143175148289	75.72294722155536	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-14DAQ-0926_C636A.6_trimmed_read2	GTEX-14DAQ-0926_C636A.6_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1637013.0	0.0	55-76	49.0	86.60040631648148	75.6663429062567	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-14DAQ-0926_C636A.7_trimmed_read1	GTEX-14DAQ-0926_C636A.7_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1615332.0	0.0	55-76	49.0	86.90732790068024	75.69259570168857	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-14DAQ-0926_C636A.7_trimmed_read2	GTEX-14DAQ-0926_C636A.7_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1615332.0	0.0	55-76	49.0	86.88785018841499	75.65639014146937	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-14DAQ-0926_C636A.8_trimmed_read1	GTEX-14DAQ-0926_C636A.8_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1623868.0	0.0	55-76	49.0	86.62143523849332	75.7371418120192	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-14DAQ-0926_C636A.8_trimmed_read2	GTEX-14DAQ-0926_C636A.8_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1623868.0	0.0	55-76	49.0	86.70419820938375	75.6845913584109	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-14DAQ-0926_C63AE.1_trimmed_read1	GTEX-14DAQ-0926_C63AE.1_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1577511.0	0.0	55-76	49.0	86.61588315322278	75.8028159550076	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-14DAQ-0926_C63AE.1_trimmed_read2	GTEX-14DAQ-0926_C63AE.1_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1577511.0	0.0	55-76	49.0	86.7766078612612	75.68762880258838	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-14DAQ-0926_C63AE.2_trimmed_read1	GTEX-14DAQ-0926_C63AE.2_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1584571.0	0.0	55-76	49.0	86.54576081561667	75.79662949782623	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-14DAQ-0926_C63AE.2_trimmed_read2	GTEX-14DAQ-0926_C63AE.2_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1584571.0	0.0	55-76	49.0	86.7421516030001	75.69675956457615	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-14DAQ-0926_C63AE.3_trimmed_read1	GTEX-14DAQ-0926_C63AE.3_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1583708.0	0.0	55-76	49.0	86.70841559086419	75.7900471551574	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-14DAQ-0926_C63AE.3_trimmed_read2	GTEX-14DAQ-0926_C63AE.3_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1583708.0	0.0	55-76	49.0	86.94711806718514	75.69617063246507	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-14DAQ-0926_C63AE.4_trimmed_read1	GTEX-14DAQ-0926_C63AE.4_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1596425.0	0.0	55-76	49.0	86.64207438343276	75.8005055044866	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-14DAQ-0926_C63AE.4_trimmed_read2	GTEX-14DAQ-0926_C63AE.4_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1596425.0	0.0	55-76	49.0	86.72681379705783	75.69784800413424	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-14DAQ-0926_C63AE.5_trimmed_read1	GTEX-14DAQ-0926_C63AE.5_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1596725.0	0.0	55-76	49.0	86.63583122119543	75.78586920102084	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-14DAQ-0926_C63AE.5_trimmed_read2	GTEX-14DAQ-0926_C63AE.5_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1596725.0	0.0	55-76	49.0	86.90319567098274	75.67532104776966	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-14DAQ-0926_C63AE.6_trimmed_read1	GTEX-14DAQ-0926_C63AE.6_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1605519.0	0.0	55-76	49.0	86.56480783865689	75.78572723212868	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-14DAQ-0926_C63AE.6_trimmed_read2	GTEX-14DAQ-0926_C63AE.6_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1605519.0	0.0	55-76	49.0	86.76762376316628	75.67663976570816	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-14DAQ-0926_C63AE.7_trimmed_read1	GTEX-14DAQ-0926_C63AE.7_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1612491.0	0.0	55-76	49.0	86.62508730150873	75.75672732436956	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-14DAQ-0926_C63AE.7_trimmed_read2	GTEX-14DAQ-0926_C63AE.7_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1612491.0	0.0	55-76	49.0	86.68696025984369	75.66314230591054	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-14DAQ-0926_C63AE.8_trimmed_read1	GTEX-14DAQ-0926_C63AE.8_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1595576.0	0.0	55-76	49.0	86.49575734851858	75.78701045891891	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-14DAQ-0926_C63AE.8_trimmed_read2	GTEX-14DAQ-0926_C63AE.8_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1595576.0	0.0	55-76	49.0	86.8555773716628	75.66995241843698	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-14DAQ-1126_C3TJG.1_trimmed_read1	GTEX-14DAQ-1126_C3TJG.1_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3274654.0	0.0	55-76	47.0	44.192259118883655	75.75144213709295	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
GTEX-14DAQ-1126_C3TJG.1_trimmed_read2	GTEX-14DAQ-1126_C3TJG.1_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3274654.0	0.0	55-76	48.0	44.405974911679046	75.67523836106044	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
GTEX-14DAQ-1126_C3TJG.2_trimmed_read1	GTEX-14DAQ-1126_C3TJG.2_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3215496.0	0.0	55-76	47.0	44.25940025908107	75.76024600870285	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
GTEX-14DAQ-1126_C3TJG.2_trimmed_read2	GTEX-14DAQ-1126_C3TJG.2_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3215496.0	0.0	55-76	48.0	44.25550935359006	75.69691301124305	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
GTEX-14DAQ-1126_C3TJG.3_trimmed_read1	GTEX-14DAQ-1126_C3TJG.3_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3264523.0	0.0	55-76	47.0	44.39143676279065	75.73778404992092	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
GTEX-14DAQ-1126_C3TJG.3_trimmed_read2	GTEX-14DAQ-1126_C3TJG.3_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3264523.0	0.0	55-76	48.0	44.518252304337054	75.68910526897804	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
GTEX-14DAQ-1126_C3TJG.4_trimmed_read1	GTEX-14DAQ-1126_C3TJG.4_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3330309.0	0.0	55-76	47.0	44.67975664912837	75.7242126781629	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
GTEX-14DAQ-1126_C3TJG.4_trimmed_read2	GTEX-14DAQ-1126_C3TJG.4_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3330309.0	0.0	55-76	48.0	44.36157111320965	75.68454518784894	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
GTEX-14DAQ-1126_C3TJG.5_trimmed_read1	GTEX-14DAQ-1126_C3TJG.5_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3170659.0	0.0	55-76	47.0	44.65293755577941	75.75027872754528	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
GTEX-14DAQ-1126_C3TJG.5_trimmed_read2	GTEX-14DAQ-1126_C3TJG.5_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3170659.0	0.0	55-76	48.0	44.754332286439585	75.68414831112396	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
GTEX-14DAQ-1126_C3TJG.6_trimmed_read1	GTEX-14DAQ-1126_C3TJG.6_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3311796.0	0.0	55-76	47.0	44.800515002774475	75.71818493651179	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
GTEX-14DAQ-1126_C3TJG.6_trimmed_read2	GTEX-14DAQ-1126_C3TJG.6_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3311796.0	0.0	55-76	48.0	44.73774325934284	75.6371222744396	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
GTEX-14DAQ-1126_C3TJG.7_trimmed_read1	GTEX-14DAQ-1126_C3TJG.7_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3274942.0	0.0	55-76	47.0	44.47175663629482	75.73657273930347	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
GTEX-14DAQ-1126_C3TJG.7_trimmed_read2	GTEX-14DAQ-1126_C3TJG.7_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3274942.0	0.0	55-76	48.0	44.40291310584244	75.68826073866346	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
GTEX-14DAQ-1126_C3TJG.8_trimmed_read1	GTEX-14DAQ-1126_C3TJG.8_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3274465.0	0.0	55-76	47.0	44.336129623998744	75.72980593776389	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
GTEX-14DAQ-1126_C3TJG.8_trimmed_read2	GTEX-14DAQ-1126_C3TJG.8_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3274465.0	0.0	55-76	48.0	44.20456598184987	75.69186722105749	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
GTEX-14DAQ-1126_C3TR1.2_trimmed_read1	GTEX-14DAQ-1126_C3TR1.2_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3570970.0	0.0	55-76	48.0	44.498653207042	75.70423862423935	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
GTEX-14DAQ-1126_C3TR1.2_trimmed_read2	GTEX-14DAQ-1126_C3TR1.2_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3570970.0	0.0	55-76	48.0	44.51557144210952	75.6345642780533	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
GTEX-14DAQ-1126_C3TR1.3_trimmed_read1	GTEX-14DAQ-1126_C3TR1.3_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3571546.0	0.0	55-76	48.0	44.27879645482156	75.701746806565	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
GTEX-14DAQ-1126_C3TR1.3_trimmed_read2	GTEX-14DAQ-1126_C3TR1.3_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3571546.0	0.0	55-76	48.0	44.3940605270265	75.64702120594275	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
GTEX-14DAQ-1126_C3TR1.4_trimmed_read1	GTEX-14DAQ-1126_C3TR1.4_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3551802.0	0.0	55-76	48.0	44.50653832255974	75.66938218966035	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
GTEX-14DAQ-1126_C3TR1.4_trimmed_read2	GTEX-14DAQ-1126_C3TR1.4_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3551802.0	0.0	55-76	48.0	44.60512446096499	75.62941205619006	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
GTEX-14DAQ-1126_C3TR1.5_trimmed_read1	GTEX-14DAQ-1126_C3TR1.5_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3521017.0	0.0	55-76	48.0	44.29780557632147	75.71088722377654	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
GTEX-14DAQ-1126_C3TR1.5_trimmed_read2	GTEX-14DAQ-1126_C3TR1.5_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3521017.0	0.0	55-76	48.0	44.55093878210135	75.66269830563158	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
GTEX-14DAQ-1126_C3TR1.6_trimmed_read1	GTEX-14DAQ-1126_C3TR1.6_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3631207.0	0.0	55-76	48.0	44.39811911524686	75.69585842944232	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
GTEX-14DAQ-1126_C3TR1.6_trimmed_read2	GTEX-14DAQ-1126_C3TR1.6_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3631207.0	0.0	55-76	48.0	44.22859993612115	75.66668658658126	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
GTEX-14DAQ-1126_C3TR1.7_trimmed_read1	GTEX-14DAQ-1126_C3TR1.7_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3426493.0	0.0	55-76	48.0	44.29901885140116	75.74099582284278	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
GTEX-14DAQ-1126_C3TR1.7_trimmed_read2	GTEX-14DAQ-1126_C3TR1.7_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3426493.0	0.0	55-76	48.0	44.62995644871228	75.68540428945865	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
GTEX-14DAQ-1126_C3TR1.8_trimmed_read1	GTEX-14DAQ-1126_C3TR1.8_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3603313.0	0.0	55-76	48.0	44.253490891065596	75.69742983748567	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
GTEX-14DAQ-1126_C3TR1.8_trimmed_read2	GTEX-14DAQ-1126_C3TR1.8_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3603313.0	0.0	55-76	48.0	44.337653619700866	75.64610373842072	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
GTEX-14DAQ-1126_C4M3F.1_trimmed_read1	GTEX-14DAQ-1126_C4M3F.1_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2539975.0	0.0	55-76	47.0	46.123646047852006	75.67741178554907	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
GTEX-14DAQ-1126_C4M3F.1_trimmed_read2	GTEX-14DAQ-1126_C4M3F.1_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2539975.0	0.0	55-76	47.0	46.8598678593365	75.46745499463577	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
GTEX-14DAQ-1126_C4M3F.2_trimmed_read1	GTEX-14DAQ-1126_C4M3F.2_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2538784.0	0.0	55-76	47.0	46.26653361961076	75.63755876829222	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
GTEX-14DAQ-1126_C4M3F.2_trimmed_read2	GTEX-14DAQ-1126_C4M3F.2_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2538784.0	0.0	55-76	47.0	46.90268521144985	75.4426441950162	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
GTEX-14DAQ-1126_H8V05.1_trimmed_read1	GTEX-14DAQ-1126_H8V05.1_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2260039.0	0.0	55-76	47.0	44.94630733509444	75.75139190075923	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
GTEX-14DAQ-1126_H8V05.1_trimmed_read2	GTEX-14DAQ-1126_H8V05.1_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2260039.0	0.0	55-76	47.0	45.8677366307675	75.55511918157164	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
GTEX-14DAQ-1126_H8V05.2_trimmed_read1	GTEX-14DAQ-1126_H8V05.2_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2227582.0	0.0	55-76	47.0	45.08209684774956	75.73110754172012	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
GTEX-14DAQ-1126_H8V05.2_trimmed_read2	GTEX-14DAQ-1126_H8V05.2_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2227582.0	0.0	55-76	47.0	45.98487102197737	75.50118020346726	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
GTEX-14DAQ-1126_H8VAR.1_trimmed_read1	GTEX-14DAQ-1126_H8VAR.1_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1806792.0	0.0	55-76	47.0	45.427026284644654	75.83034793158261	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
GTEX-14DAQ-1126_H8VAR.1_trimmed_read2	GTEX-14DAQ-1126_H8VAR.1_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1806792.0	0.0	55-76	47.0	46.778756959519434	75.60330796239965	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
GTEX-14DAQ-1126_H8VAR.2_trimmed_read1	GTEX-14DAQ-1126_H8VAR.2_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1770100.0	0.0	55-76	47.0	45.67539339137616	75.84606010959833	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
GTEX-14DAQ-1126_H8VAR.2_trimmed_read2	GTEX-14DAQ-1126_H8VAR.2_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1770100.0	0.0	55-76	47.0	47.132466823311724	75.65018417038586	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
GTEX-14DAQ-1726_H7FKN.1_trimmed_read1	GTEX-14DAQ-1726_H7FKN.1_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1281796.0	0.0	55-76	48.0	62.41877864850607	75.81996199083162	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass
GTEX-14DAQ-1726_H7FKN.1_trimmed_read2	GTEX-14DAQ-1726_H7FKN.1_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1281796.0	0.0	55-76	48.0	62.38441116146547	75.78211899553439	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass
GTEX-14DAQ-1726_H7FKN.2_trimmed_read1	GTEX-14DAQ-1726_H7FKN.2_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1212545.0	0.0	55-76	48.0	62.824218609203776	75.83394100837495	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass
GTEX-14DAQ-1726_H7FKN.2_trimmed_read2	GTEX-14DAQ-1726_H7FKN.2_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1212545.0	0.0	55-76	48.0	62.846262961459765	75.81366794634425	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass
GTEX-14DAQ-1726_H7G1E.1_trimmed_read1	GTEX-14DAQ-1726_H7G1E.1_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1248091.0	0.0	55-76	48.0	64.18836214507165	75.73661215408171	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass
GTEX-14DAQ-1726_H7G1E.1_trimmed_read2	GTEX-14DAQ-1726_H7G1E.1_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1248091.0	0.0	55-76	49.0	64.46923002849726	75.63778843049104	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass
GTEX-14DAQ-1726_H7G1E.2_trimmed_read1	GTEX-14DAQ-1726_H7G1E.2_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1281138.0	0.0	55-76	48.0	63.31883621817854	75.75525431296238	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass
GTEX-14DAQ-1726_H7G1E.2_trimmed_read2	GTEX-14DAQ-1726_H7G1E.2_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1281138.0	0.0	55-76	49.0	64.06663035220515	75.61067347935976	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass
GTEX-14DAQ-1726_H7GC0.1_trimmed_read1	GTEX-14DAQ-1726_H7GC0.1_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1158716.0	0.0	55-76	48.0	63.11265547245996	75.83953358717753	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass
GTEX-14DAQ-1726_H7GC0.1_trimmed_read2	GTEX-14DAQ-1726_H7GC0.1_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1158716.0	0.0	55-76	49.0	62.81661847430381	75.81824019000342	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass
GTEX-14DAQ-1726_H7GC0.2_trimmed_read1	GTEX-14DAQ-1726_H7GC0.2_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1145440.0	0.0	55-76	48.0	63.434002393675414	75.84429651487638	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass
GTEX-14DAQ-1726_H7GC0.2_trimmed_read2	GTEX-14DAQ-1726_H7GC0.2_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1145440.0	0.0	55-76	49.0	63.02796778777242	75.82912068724683	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass
GTEX-14DAQ-1726_H7GCA.1_trimmed_read1	GTEX-14DAQ-1726_H7GCA.1_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1370099.0	0.0	55-76	48.0	61.966108473381645	75.73915972495418	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass
GTEX-14DAQ-1726_H7GCA.1_trimmed_read2	GTEX-14DAQ-1726_H7GCA.1_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1370099.0	0.0	55-76	48.0	61.818435027995235	75.75713506834178	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass
GTEX-14DAQ-1726_H7GCA.2_trimmed_read1	GTEX-14DAQ-1726_H7GCA.2_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1353817.0	0.0	55-76	48.0	61.858372163123455	75.75473642301729	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass
GTEX-14DAQ-1726_H7GCA.2_trimmed_read2	GTEX-14DAQ-1726_H7GCA.2_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1353817.0	0.0	55-76	48.0	61.989861776825826	75.77573630704889	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass
